id,longitud,latitud,common_id
3842,-3.6917268449043,40.4221320929972,1
3843,-3.69192878230734,40.4214333442836,1
3845,-3.69099128548591,40.4235122547331,1
3850,-3.69252547121172,40.4260039466159,1
7029,-3.69078016561876,40.4242200932479,1
10034,-3.69203250238828,40.4233361722719,1
3851,-3.68994760550778,40.4273048117337,1
10036,-3.69392090223793,40.4237223062949,5
3854,-3.69646351117965,40.4254530561641,5
3855,-3.6977531922756,40.4251261715913,5
3852,-3.69017286011812,40.4260050979408,1
7026,-3.69074248190305,40.424210771059,1
7011,-3.69037359172057,40.42552784045,1
7030,-3.69066453201281,40.4247407578891,1
7032,-3.69005690467226,40.4252285841949,1
3932,-3.68746505818727,40.4275546882102,1
3936,-3.69154697769176,40.4195110440067,1
3939,-3.68844000796663,40.4220584628914,1
3940,-3.68840397772139,40.4255186306253,1
3945,-3.68763597537189,40.4278899827757,1
3946,-3.68671163922991,40.4253577524146,1
3798,-3.68859236593961,40.4210312620902,1
3697,-3.68611751751892,40.4205801927727,1
3947,-3.68880191664221,40.4178752346038,1
3578,-3.68793072253055,40.4250275376413,1
4223,-3.68945724977498,40.4243179145643,1
10812,-3.68672167479408,40.4253219273726,1
10018,-3.69175855080026,40.4195012649462,1
9894,-3.68523036513497,40.4238224300742,1
9893,-3.6843169489796,40.4228092417714,1
3720,-3.68415748969854,40.4240915287305,1
9890,-3.6840142173171,40.4267426222716,1
3965,-3.68380241374166,40.4292143637231,1
3980,-3.68462318370131,40.4303327596788,1
4014,-3.684840344358,40.4263740967538,1
3994,-3.67558007519407,40.426269904565,1
3613,-3.67535390041617,40.4287960644127,1
4002,-3.67826705603239,40.4248808509668,1
4003,-3.6801333422201,40.4259724358807,1
4011,-3.67977626883306,40.4290210289434,1
7037,-3.68289099686099,40.4251535149547,1
4015,-3.68128480553524,40.4250324131808,1
5082,-3.6787897825683,40.4249511794721,1
4016,-3.68231407300362,40.4302296835557,1
4017,-3.68256326647983,40.4302628582983,1
10101,-3.67993944654674,40.4273765188519,1
10102,-3.6800727274119,40.4263056927405,1
3753,-3.67267461217112,40.4262328460393,1
4021,-3.6781656430996,40.4236451200692,1
4022,-3.68127128642535,40.4213772110144,1
4024,-3.67556296253758,40.427116021079,1
4026,-3.68133898135108,40.4214198340098,1
4027,-3.68338794361065,40.4211446956205,1
4028,-3.68182562122249,40.4221139181219,1
4029,-3.67903946817427,40.4233313845817,1
4039,-3.67273371629327,40.4246640726759,1
4041,-3.67587897720317,40.4231721625565,1
4042,-3.67587132737107,40.4225612272633,1
4043,-3.68021898879256,40.4237516299769,1
4044,-3.68002421503225,40.4235691100293,1
4045,-3.68033429271479,40.4235259002686,1
4046,-3.67270236080015,40.4230167951056,1
4047,-3.67279026340944,40.4232478317642,1
4048,-3.68345711513287,40.4210109627321,1
9888,-3.68128014605133,40.4236476985772,1
10103,-3.68029544696768,40.423751942449,1
4052,-3.67454880608323,40.4214985058757,1
4053,-3.67773489329374,40.4216469904522,1
4054,-3.6795958733443,40.4207119277596,1
4055,-3.67735470166749,40.4215719156923,1
4057,-3.67523426481425,40.418293008102,1
4058,-3.67683169095101,40.4182089316057,1
10093,-3.67629518815715,40.4178335655139,1
4060,-3.67710653719806,40.4135218703595,1
4064,-3.67618320178212,40.4193357883081,1
4067,-3.67605349342928,40.4205534796912,1
4068,-3.67987739170182,40.4211597821675,1
4070,-3.67436925977741,40.4216671172725,1
4071,-3.68008829218404,40.4218334449115,1
4073,-3.67890960419206,40.4219012517461,1
4074,-3.67894646718776,40.4214199817475,1
4075,-3.67197967922675,40.421377699754,1
4076,-3.67406783431638,40.421405065187,1
4077,-3.67285822712698,40.4211305308428,1
3764,-3.67633497533068,40.4171675447777,1
7054,-3.67241630724101,40.4181558889209,1
7055,-3.67385916124439,40.4180633637309,1
7053,-3.673179334495,40.4174510749861,1
10080,-3.67796016974448,40.4162347930054,1
10081,-3.67749322676066,40.4169418632818,1
10082,-3.67866946722999,40.4177840862996,1
10083,-3.67640401334029,40.4160280199649,1
10085,-3.67521357983111,40.4169622535745,1
10084,-3.67690817589668,40.4170623912072,1
4155,-3.68904104612264,40.4164686512777,1
3758,-3.689813185668,40.4173514352942,1
3759,-3.68891490998184,40.4158871696408,1
3523,-3.68886869545745,40.4157298807288,1
4156,-3.68997320258897,40.4150892172257,1
4157,-3.69016794907998,40.4153674325301,1
4158,-3.6888808598972,40.4143241897978,1
4159,-3.68881736012061,40.4141962511411,1
4170,-3.69562783396256,40.4156300815821,5
7041,-3.69424023644407,40.4172664922218,5
4172,-3.69230380156504,40.416101027873,5
3465,-3.68884586368096,40.4190628137953,1
4171,-3.69361718727446,40.4163383692898,5
4199,-3.70365674181888,40.4137984950778,5
4200,-3.70145208218811,40.4140483655006,5
4201,-3.70189544167045,40.4135866691683,5
4202,-3.70101113544929,40.4123580168168,5
4203,-3.70053807050934,40.4130526557085,5
4205,-3.69743711883597,40.4115190456802,5
10427,-3.69789770115965,40.4117025173095,5
7133,-3.69769677518222,40.41164354195,5
7113,-3.69565521457881,40.4189928141266,5
4243,-3.69339821147348,40.4173160153161,5
3671,-3.69043647943342,40.4198203367366,1
4244,-3.69206142057694,40.4214170214981,1
4245,-3.69562797965495,40.419811306095,5
4246,-3.694147587108,40.4192695025581,5
4247,-3.69567837591634,40.4190594768081,5
4248,-3.69752800152165,40.4184950862564,5
4249,-3.69522302221685,40.4189657130297,5
4250,-3.69828344633079,40.4181801040536,5
4251,-3.69848821768513,40.4174424827987,5
4252,-3.69889712237674,40.4180473500447,5
10528,-3.69890861868278,40.4180992149015,5
4254,-3.70066619469423,40.4163583344235,5
10608,-3.7007610606823,40.4166515185186,5
4256,-3.7001080932428,40.4170907995587,5
10530,-3.70032376469987,40.4168796628641,5
10527,-3.70022999561546,40.4170318456402,5
4257,-3.69562262826043,40.4225103948079,5
10639,-3.69899468006271,40.4179273483523,5
4258,-3.69476014561193,40.4219100144976,5
4260,-3.71472927176963,40.4151003864676,0
4261,-3.71351183176302,40.4155831243654,0
3707,-3.71282385837437,40.4151607752587,5
4268,-3.71029650994437,40.415548638761,5
4269,-3.70811276511445,40.4160884247859,5
4270,-3.70862608506018,40.4163739068963,5
7087,-3.71345616327172,40.4155277063108,0
7090,-3.6924366906577,40.4203383272778,1
7091,-3.69285094334173,40.4193216270748,5
